25	Aberjhani	Minister and writer Barbara Kaufmann has addressed the subject of guerrilla decontextualization on both the 'Voices Compassionate Education' website and on 'Inner Michael', where she offers the kind of insights into the spiritual aspects of Michael Jackson's creative artistry that mainstream media mostly ignores.
26	Aberjhani	Nelson Mandela did much more than advocate the practice of democracy in South Africa. Working with a constitutional assembly that drew on the ideas and input of regional representatives as well as ordinary citizens, the president worked to draft a constitution that is now universally regarded as the most progressive of any in the world - bar none.
27	Aberjhani	The political, social, and spiritual impact of the life example set by Nelson Rolihlahla Mandela might be measured in part by the profound and unique gestures made by people in different countries to honor his life upon learning of his death.
28	Abhishek Bachchan	A birthday is just another day where you go to work and people give you love. Age is just a state of mind, and you are as old as you think you are. You have to count your blessings and be happy.
29	Abhishek Bachchan	I am a sports enthusiast, and if given an opportunity, I want to be a sportsman, even today. I want to promote the sport that is indigenous to India. Kabaddi is a matter of national pride. Why can't cricket, hockey, football and kabaddi be given equal platforms and co-exist? I believe that can happen.
30	Abhishek Bachchan	I have no hang-ups in life. I don't care about groups and camps. I have been brought up with certain values and ethics. I have never been egoistic about my stardom and lineage. I don't have any qualms about breaking the ice with my colleagues. I can walk up to any actor and greet him, irrespective of what kind of equation I share with him.
31	Abhishek Bachchan	I don't think your personal life has anything to do with your professional life. They are separate things. Whatever is happening at home shouldn't be carried to work. Everyone has his/her own journey. Some revel in the fact that they derive that from personal contentment, and others draw it from extreme sorrow.
32	Abhishek Bachchan	Honestly speaking, I don't like my films. When I watch them, I see a lot of scope for improvement, so if I were to see any of my films, like 'Dhoom,' I might say... 'It would have been better if...' or 'had it been...' and this is all about evolving.
33	Abhishek Bachchan	I'm not a model; hence I don't see the reason to have a six-pack abs. I can pull off a tough and rugged look of a cop in 'Dhoom' series without taking my shirt off. Cops don't have to move around without a shirt to flaunt their machismo. What makes the character of a cop stand out is his attitude and not his six-pack abs.
34	Abhishek Bachchan	I think India is very passionate about films. It's almost a second religion back home. Due to that, I think film stars are - are really held in great esteem. Not that we're complaining, but I think with that comes a lot of responsibility.
35	Abhishek Bachchan	In the Indian film industry, especially those of us who are in mainstream cinema, we invariably play a typical hero's role. More often than not, we cater to the public perception. However, there is a latent desire in most actors to do a role where you can go all out and experiment.
36	Abhishek Bachchan	Honestly, I wish I could be a part of all the remakes of my father's films. But on second thought, I wouldn't want to be a part of any. The thought of being compared to him is unnerving. I'd rather do my films than live in the fear of living up to his standards.
37	Abhishek Bachchan	I still feel that in India we look upon sports as a recreational activity - which it is - but people have to understand that there is a career in sports. It's not just necessary to be a doctor or a lawyer or an engineer, as most of us Indians appear to think that our children should grow up to be.
38	Abigail Adams	If particular care and attention is not paid to the ladies, we are determined to foment a rebellion, and will not hold ourselves bound by any laws in which we have no voice, or representation.
39	Abraham Cahan	God, for example, appealed to me as a beardless man wearing a quilted silk cap; holiness was something burning, forbidding, something connected with fire while a day had the form of an oblong box.
40	Abraham Cahan	If it be true that our people represent a high percentage of mental vigor, the distinction is probably due, in some measure, to the extremely important part which Talmud studies have played in the spiritual life of the race.
41	Abraham Lincoln	I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live by the light that I have. I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong.
42	Abraham Lincoln	This country, with its institutions, belongs to the people who inhabit it. Whenever they shall grow weary of the existing government, they can exercise their constitutional right of amending it, or exercise their revolutionary right to overthrow it.
43	Abu Abbas	We never had planned to hijack a ship. We never thought of any war plans outside the Palestinian lands. We wished that the program had not failed and then the warriors could have achieved their goals.
44	Abu Bakr	There is no harm in patience, and no profit in lamentation. Death is easier to bear (than) that which precedes it, and more severe than that which comes after it. Remember the death of the Apostle of God, and your sorrow will be lessened.
45	Adam Baldwin	It was never the fame or fortune that drove me to act. It was something I love and enjoy doing it. A lot of people identify who they are by what they do and that's not me. It's what I do but not who I am. Who I am is a parent. I'm a family man.
46	Adam Baldwin	The only people who have control over their careers are the ones you see on the covers of magazines. Everyone else is just plodding along making a living. The key is not to live over your means and overdo it.
47	Adam Baldwin	A lot of the television industry is so cookie-cutter. In general, there are so many shows that are easy and bland to watch. You can tune in at any time and know exactly where you are in the story arc because it's pretty much the same every week.
48	Adam Baldwin	I'm always looking, as an actor, for activities. I think it's far more interesting to watch what people do than what they say. You always want to watch behavior, because the dialogue as written by our illustrious leaders is great. Eminently playable.
49	Adam Davidson	Hating Wall Street is an American tradition that dates back even to the days when Thomas Jefferson cursed that money lover Alexander Hamilton. And for centuries, the complaints about it have largely stayed the same: 'It does nothing! It creates chaos! It's a parasite that sucks hardworking Americans dry!'
50	Adam Davidson	Holiday binge-buying has deep roots in American culture: department stores have been associating turkey gluttony with its spending equivalent since they began sponsoring Thanksgiving Day parades in the early 20th century.
51	Adam Davidson	The cardinal rule of taxation is that whatever you put a levy on, you'll inevitably get less of. Taxing corporate activity means less investing, less hiring, fewer jobs and a smaller economy, which hurts the rich, the poor and the middle class alike.
52	Adam Davidson	If an alien with an accounting degree touched down in America, it might conclude that we're a weird cult that spends 11 months living frugally and four crazy weeks buying tons of stuff we don't need. It wouldn't be entirely wrong, either.
53	Adam Davidson	'Reinventing the Bazaar,' by John McMillan, is a great and fun introduction to the wild variety and importance of markets throughout history and around the world. I finally understood how a Middle Eastern souk actually works economically and how to compare that to modern-day telecom-spectrum auctions. I love that book.
54	Adam Davidson	If the American government can't stand behind the dollar, the world's benchmark currency, then the global financial system will very likely enter a new era in which there is much less trade and much less economic growth. It would be, by most accounts, the largest self-imposed financial disaster in history.
55	Adam Davidson	The America that I think most Americans would want, most economists on the right or left would want, is one in which a smart, ambitious, hardworking person without a huge amount of resources has a pretty good shot, in the end, of beating out a less smart, less ambitious, less hardworking rich person.
56	Adam Davidson	The American dream always meant that anybody willing to put in a hard day's work could make a decent living. That's just not true anymore for people without at least some post-high school education.
57	Adam Davidson	The idea of confidence, of the emotions of the population, is an incredibly important one in economics. John Maynard Keynes called it 'animal spirit.' And if people are feeling generally good about the future, they're more likely to spend money, to start new companies; companies are more likely to hire people, make investments.
58	Adam Davidson	Happiness quantification sounds a bit wishy-washy, sure, and through a series of carefully administered surveys across the globe, economists and psychologists have certainly confronted a fair number of sticky issues around how to measure, and even define, happiness.
59	Adam Faith	I had a financial page to write in the Mail on Sunday where I'd give tips on shares. I worked there for two and a half years. Nothing compares to the burst of energy felt on a newsroom floor when a big story breaks.
60	Adam Ferguson	Every step and every movement of the multitude, even in what are termed enlightened ages, are made with equal blindness to the future; and nations stumble upon establishments, which are indeed the result of human action, but not the execution of any human design.
61	Adam Ferguson	Like the winds that we come we know not whence and blow whither soever they list, the forces of society are derived from an obscure and distant origin. They arise before the date of philosophy, from the instincts, not the speculations of men.
62	Adam Garcia	During 'Saturday Night Fever' at the end of the first act dance number I tried to perform a split-jump, only I can't do them so I ended up on my ass followed by the most unsightly backward roll out of it, followed by the cast falling over in laughter and a good portion of the audience too.
63	Adam Garcia	I love travelling, and had the pleasure of being in the most developed country in the world and then parts of two of the most pristine natural areas of the world: the Galapagos islands and the Equador Amazon jungle. The contrast was incredible.
64	Adam Garcia	People do more important jobs than acting in film that should be recognised, but for some reason it's big money, so people are elevated in status. If I was a bus driver, I'm sure you wouldn't be interviewing me.
65	Adam Garcia	At 15 I auditioned for 42nd Street in Australia. Dein Perry was in that show. I actually got the job but I couldn't do it because I was only 15. Legally I needed to have another 15-year-old to cover consecutive nights.
66	Adam Garcia	My favorite thing to do is to wind those guys up by hitting on their girlfriends. I say, 'I think your girlfriend's gorgeous, but it's all right, I'm gay.' They get very nervous after a few minutes!
67	Adam Garcia	I think 'Tap Dogs' has lasted so long because people have a natural interest in tap dancing. This form of dancing can't be dated, it's such an intriguing form of dance because the feet are also an an instrument.
68	Adam Garcia	They think my life is glamourous. It's not true. I obviously get to come in and do radio interviews. That's the glamour. But other than that, I eat and sleep and that's it. Eat, sleep and do shows.
69	Adam Hamilton	God seeks to influence humanity. This is at the heart of the Christmas story. It is the story of light coming into the darkness, of a Savior to show us the way, of light overcoming the darkness, of God's work to save the world.
70	Adam Hamilton	I am a pastor, and I teach and preach the Bible to my congregation every week. But the Bible is not a manufacturer's handbook. Neither is it a science textbook nor a guidebook for public policy.
71	Adan Canto	I kind of stumbled into acting, even though I've always been fascinated by people and kind of their motives, and it's been amazing to me, everything I read before about psychology, philosophy, just to put it into practice somehow.
72	Adan Canto	In theater, you go in-depth with your character, so coming to the States, it was inevitable to dig into the pilots I liked. I knew what characters I was going to be reading for, so I would dissect them and really get involved with them.
73	Adele	I like looking nice, but I always put comfort over fashion. I don't find thin girls attractive; be happy and healthy. I've never had a problem with the way I look. I'd rather have lunch with my friends than go to a gym.
74	Adele	Mum loves me being famous! She is so excited and proud, as she had me so young and couldn't support me, so I am living her dream, it's sweeter for both of us. It's her 40th birthday soon and I'm going to buy her 40 presents.
75	Adele	It's never been an issue for me - I don't want to go on a diet, I don't want to eat a Caesar salad with no dressing, why would I do that? I ain't got time for this, just be happy and don't be stupid. If I've got a boyfriend and he loves my body then I'm not worried.
76	Adele	I've been singing properly every day since I was about fifteen or sixteen, and I have never had any problems with my voice, ever. I've had a sore throat here and there, had a cold and sung through it, but that day it just went while I was onstage in Paris during a radio show. It was literally like someone had pulled a curtain over it.
77	Adele	My voice went recently, never happened before, off like a tap. I had to sit in silence for nine days, chalkboard around my neck. Like an old-school mime. Like a kid in the naughty corner. Like a Victorian mute.
78	Adele	I just want to make music, I don't want people to talk about me. All I've ever wanted to do was sing. I don't want to be a celebrity. I don't want to be in people's faces, you know, constantly on covers of magazine that I haven't even known I'm on.
79	Adolf Eichmann	Now that I look back, I realize that a life predicated on being obedient and taking orders is a very comfortable life indeed. Living in such a way reduces to a minimum one's need to think.
80	Adolf Galland	I would like to mention that I have flown the 262 first in May '43. At this time, the aircraft was completely secret. I first knew of the existence of this aircraft only early in '42 - even in my position. This aircraft didn't have any priority in design or production.
81	Adolf Galland	If we would have had the 262 at our disposal - even with all the delays - if we could have had in '44, ah, let's say three hundred operational, that day we could have stopped the American daytime bombing offensive, that's for sure.
82	Adolf Galland	Many pilots of the time were the opinion that a fighter pilot in a closed cockpit was an impossible thing, because you should smell the enemy. You could smell them because of the oil they were burning.
83	Adolf Galland	I made a written report which is still today in existence. I have a photocopy of it, and I am saying that in production this aircraft could perhaps substitute for three propeller- driven aircraft of the best existing type. This was my impression.
84	Adolf Galland	We have built a total of about 1250 of this aircraft, but only fifty were allowed to be used as fighters - as interceptors. And out of this fifty, there were never more than 25 operational. So we had only a very, very few.
85	Adrian Edmondson	There is a lot of rubbish written about toilet humour - people saying it is childish and pretending it is beneath them - but there is no doubting the effectiveness of a really good willy gag.
86	Adrian Edmondson	I don't claim that our TV comedies are highbrow in anyway, but I think there's a basis to them, and that's why they're more popular than other TV comedies. There's a basis of truth in them, a gut feeling.
87	Adrian Edmondson	People expect us to be different, but we're not. We're very similar people, and it's because we're so similar and close to each other that we make each other laugh - in fact we make each other laugh more than we make anyone else laugh.
88	Adrienne Bailon	When I was 19 years old, I actually did get breast implants. Probably one of my greatest regrets because I went from having an insecurity that I didn't have big breasts to now looking like a porn star, and I was like, 'This is not great.'
89	Adrienne Bailon	Autism currently affects one in 88 children in the U.S., and its prevalence continues to rise. That's why it's important to help organizations like Autism Speaks raise awareness and funds to support families and individuals impacted by it.
90	Adrienne Bailon	When my hair is curly, I use Suave coconut conditioner. It's not a leave-in, but I use it like one. It is so light and really brings out my hair's curl. A lot of leave-ins are too heavy, but this one is just perfect. When it's straight, I love Frederick Fekkai Tech Shampoo & Conditioner and their Olive Oil glossing cream.
91	Adrienne Bailon	Do you know how many times my career has been close to rock bottom? Each time, I was like, 'Girl, figure it out. Reinvent yourself.' Just the other day, I was having lunch with my mom, and she said, 'You've taught me so much. You are so resilient.'
92	Adrienne Bailon	Getting your nails done with your man is so much fun. Having them help you out choosing the color, I love that. I think it's great to get a man's perspective on nails and to sit there to get your nails done with him.
93	Adrienne Bailon	I have an odd fetish with nails. I was always doing beauty blogs about nails, and it would be on Fridays called 'Friday's Fingertip Fetish.' It became so popular that a nail polish company approached me, and Fingertip Fetish was born.
94	Adrienne Bailon	I honestly really, really love Topshop. I've bought a lot of booties from there. I think they have a great selection of really funky booties at Topshop. My splurge would be a pair of leather Christian Louboutin over-the-knee boots. They're sick! I would do a really stretchy skinny jean under a black turtleneck and call it a day!
95	Adrienne Bailon	I think The 'Cheetah Girls' was originally supposed to be one film, but then it became two and three, which was a huge deal. But like all Disney franchises, they have to come to an end at some point. I was so grateful we went out with a bang. I think we died off peacefully.
96	Aeschines	Be assured, fellow citizens, that in a democracy it is the laws that guard the person of the citizen and the constitution of the state, whereas the despot and the oligarch find their protection in suspicion and in armed guards.
97	Aeschylus	He who learns must suffer. And even in our sleep pain that cannot forget falls drop by drop upon the heart, and in our own despair, against our will, comes wisdom to us by the awful grace of God.
98	Afrika Bambaataa	The Universal Zulu Nation stands to acknowledge wisdom, understanding, freedom, justice, and equality, peace, unity, love, and having fun, work, overcoming the negative through the positive, science, mathematics, faith, facts, and the wonders of God, whether we call him Allah, Jehovah, Yahweh, or Jah.
99	Afrika Bambaataa	You want to buy cars and houses and castles, all of that's on you and how America has systematized your mind to be into materialism. Hip-hop ain't got nothing to do with that. I'm glad that anybody making money has picked themselves up - I just want them to give some of it back to the community.
100	Afrika Bambaataa	November is Hip-Hop History Month, where we give celebration to what hip hop has done to bring together people of the world, people of all nationalities, young people, all the political systems and politicians on the planet.
101	Afrika Bambaataa	We want you to sit down and leave your egos at home and let's get an understanding as to where all this is foolishness coming from. There are others who are putting things out there or throwing a stick and hiding their hand and keeping things built up in the media.
102	Afrika Bambaataa	A lot of times, when people say hip-hop, they don't know what they're talking about. They just think of the rappers. When you talk about hip-hop, you're talking about the whole culture and movement. You have to take the whole culture for what it is.
103	Afrika Bambaataa	Everybody needs to show respect to each others' ways and the cultural life that you get on this planet. Don't get caught up on 'I'm brown, black, white, red, blue, whatever.' You gotta ask, what were you called before 1492? All these names we're using now are just an illusion made to keep us fighting each other.
104	Afrika Bambaataa	All music is dance music. But when people think of dance music, they think of techno or just house. Anything you can dance to is dance music. I don't care if it's classical, funk, salsa, reggae, calypso; it's all dance music.
105	Afrika Bambaataa	My definition of hip hop is taking elements from many other spheres of music to make hip hop. Whether it be breakbeat, whether it be the groove and grunt of James Brown or the pickle-pop sounds of Kraftwerk or Yellow Magic Orchestra, hip hop is also part of what they call hip-house now, or trip hop, or even parts of drum n' bass.
106	Afrika Bambaataa	They allow us to disrespect our Black woman. A lot of these things would be considered criminal if it were to be carried out in the streets. That's like when they tell you after you buy your VHS and you rent movies they tell you not to copy the movies.
107	Afrika Bambaataa	There's a lot of people over time who have brought out all these funky records that everybody has started jumping on like a catch phrase... When Planet Rock came out, then you had all of the electro funk records.
108	Afrika Bambaataa	Hip-hop has been hijacked by a Luciferian conspiracy. People have used hip-hop in a lot of ways that cause a lot of mind problems. They use the word wrongfully. They use it to mean a part instead of a whole.
109	Afrika Bambaataa	I'm fanatical about movies: African, European, Viking, Roman. I got into witchcraft and magic from watching 'Bewitched' and 'The Wizard of Oz,' which shows in some of my outfits. I dress to reflect the whole spectrum of the universe.
110	Afrika Bambaataa	If you see something is going wrong within politics and the world today, then some Hip Hop artist is gonna come along and get straight with it. If they think that there's a lot of racism going on then there's another Hip Hop artist who's gonna come out and speak their mind.
111	Afrika Bambaataa	We used to play a lot of Fela Kuti in the early days of hip-hop. In my DJ sets I'll jump off into rock, salsa, African. I like to play some crazy stuff and see the vibrations of the people.
112	Afrika Bambaataa	We also want to try and slow down all this foolishness that's going on between the East and West. We gotta understand that Hip Hop is now universal. Hip Hop is not East coast or West coast.
113	Afrika Bambaataa	Actually freestyle really comes from 'Planet Rock'. If you listen to all the freestyle records you'll hear that they are based on 'Planet Rock'. All the Miami Bass records are based upon Planet Rock.
114	Afrojack	I have been fully involved in designing my stage shows; it's important to me to do something really unique and almost off-the-wall to bring the music and the visuals together. I love design and actually went to school for a bit for graphic design, so it isn't so much 'pressure' for me; it's a way to be creative, and I really enjoy it.
115	Afrojack	I was in school - I was a good learner; if I wanted to get something done, I could get it done. I was lazy, though. I was always, like, sort of an outcast. And when I got home, I was always doing music, but when I was doing music, no one was there to judge it, you know? It was just me in my bedroom. It gave me freedom and made me happy.
116	Afrojack	My debut album, 'Forget the World,' is all about not listening to the negativity around you and to continue to do what you love, no matter what people think. I love what I do. Dance music is my passion, my life. There is no greater feeling than being one with my fans, partying to the music we love.
117	Afrojack	People buy a ticket to see your show, so from the moment I get onstage, I can have no insecurities, because they're already there. You have to get people to listen. If they listen, everything's cool.
118	Agatha Christie	I like living. I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow, but through it all I still know quite certainly that just to be alive is a grand thing.
119	Agnetha Faltskog	I have always had strong maternal instincts. Even when I was still a child I cut out pictures of prams from newspapers and imagined the feeling of pushing my own pram through fresh winter snow and seeing the wheels' tracks behind me in the snow.
120	Agnetha Faltskog	It has always felt like a failure that Bjorn and I couldn't keep our family together. You never get it back, but to this day I don't regret splitting up. The reason behind our separation is one of those things I definitely don't want to go into!
121	Agnetha Faltskog	When I'm living in the world of luxury and celebrity, which is where I found myself for a large part of my life, it's a walk-on part. Not a vital necessity, like it is for so many people. I enjoy it but I can see right through it!
122	Agnetha Faltskog	I am uninterested in appearing in newspapers and on television. Many people think I am striking a pose - that I want to create a sense of shyness. But it's just not something I want to do. I overdosed.
123	Agnetha Faltskog	I spend a lot of time with the grandchildren. They love it when we sing together. It's fantastic to hear them, and they really can sing. I don't talk to them so much about 'Abba' and the past, but as they get older, they will become more aware.
124	Agnetha Faltskog	I used to suffer from stage fright, which at times was an ordeal. I won't perform live again. I'm going to do some TV shows and videos but nothing else... I don't like to travel too much or do concerts. I'm more of a studio and home girl.
125	Aimee Garcia	Latinos are the fastest growing minority, and we're obviously not going anywhere. We're extremely loyal as a people, and I think Hollywood is starting to recognize that. It's very rare for a major studio to nationally distribute a film with Latino talent, not only in front of the camera, but also behind the camera.
126	Aimee Garcia	In 'George Lopez', I played Veronica who's a bratty 18-year-old, and so I feel like it's much easier for me to play that because I feel like a late bloomer. It wasn't difficult or challenging at all because it's not like I haven't been a teenager.
127	Aimee Garcia	I always promised myself if I ever got the chance to do a 'Flashdance'-type of movie, I would do my own dancing. I can say with pride that every single dance move in 'Go For It!' is my own dance move.
128	Al Capone	This American system of ours, call it Americanism, call it capitalism, call it what you will, gives each and every one of us a great opportunity if we only seize it with both hands and make the most of it.
129	Al D'Amato	No. 1, Halliburton. Certainly, if they've overcharged they should be whacked and whacked good, but the idea that the vice president somehow is involved in this, whether they got contracts because of him, that's nonsense.
130	Al D'Amato	Now the fact that terrorists throughout the world see this as an opportunity to defeat the United States, we have to be - and every Democratic candidate, even those who opposed us going in, now say we just simply can't cut and run.
131	Alain Badiou	A Truth is the subjective development of that which is at once both new and universal. New: that which is unforeseen by the order of creation. Universal: that which can interest, rightly, every human individual, according to his pure humanity.
132	Alan Ball	In my own life, I think legends of supernatural, mythic things are really just a manifestation of the collective unconscious. So I don't really get freaked out. I mean certainly, you read about things people did to each other in the pursuit of some mystical or occult goal, and it's horrifying. But that's just human nature.
133	Alan Ball	I was conveniently bisexual for a long time, and then I went, 'Come on, who am I kidding?' And I have to say, it was the single biggest step I took toward emotional well-being, to stop feeling like I had to hide who I am.
134	Alan Ball	It's easy to look at the vampires as a metaphor for any feared or misunderstood group. It's also easy to look at them as a metaphor for a shadow organization that says one thing and has a completely different agenda on their mind, and anybody who gets in their way, they just get rid of them. Does that sound familiar?
135	Alan Ball	I guess in America we're so sold on this ideal of the perfect, well-adjusted family that is able to confront any conflict and, with true love and understanding, work things through. I'm sure they do exist, but I never knew any of them.
136	Alan Ball	Life is suffering. We have desires and expectations and egos, and we compare the reality we have, which is miraculous and wondrous, with this reality we desire. That somehow distances us from actually taking part fully with the reality we do have, and that creates suffering. For me, the thing that I love is that it's all about the present moment.
137	Alan Ball	I certainly believe that what we perceive as humans is just the tip of the iceberg. I don't necessarily believe in vampires or werewolves or that kind of thing, but I believe there is definitely a realm we don't necessarily have access to.
138	Alan Ball	And as I stumbled onto Eastern philosophy and Buddhism, it was the first time I had ever read any sort of philosophy that really made a tremendous amount of sense. What I liked that was missing from my experience of Christianity growing up was a sort of acceptance, a sort of being OK with being imperfect and not focusing on the sin.
139	Alan Ball	I always choose to look, as much as one can, at the supernatural not being something that exists outside of nature, but a deeper, fundamental heart of nature that perhaps humans... have lost touch with. It's a more primal thing than perhaps we are attuned to in our modern, self-aware way of life.
140	Alan Dale	When I moved to Los Angeles, aged 54, I printed out Winston Churchill's phrase, 'Never, never, never give up', and stuck it on my fridge. I had no idea what was going to happen, but I knew I had to keep on going.
141	Alan Dale	I was doing a late-night round as a milkman in 1978 when I heard a radio DJ announce that he was leaving. I marched straight to the radio station and told them I could do better. For some reason, they gave me a go.
142	Alan Dale	I did a production of Macbeth in the 1960s in which I had a swordfight in the final scene. But the blade fell off my sword just as I was stabbing the guy. I ended up having to hammer him to death.
143	Alan Dale	I came to the United States to see what would happen in 2000 after working for 20 years in Australia and asked my agent to look out for the nasty roles because I'd become famous for playing the nicest man in Australia. So I wanted to play bad guys.
144	Alan Davies	The one I remember is going into London, as it was for us in Essex, on New Year's Eve in 1981. There were four of us and we'd had a few lagers on the way. One of my mates threw up in the Tube and then stood up and fell over in it. We thought it was the funniest thing we'd ever seen.
145	Alan Davies	The thing I'd really like to see is the old London Bridge, with all the old buildings around it like Shakespeare's Globe. I'd like to walk along that. Don't worry, I won't get drunk and fall in.
146	Alan Jackson	What I enjoy doing more than anything is, I have my little antique car collection, and when the weather is pretty I like to get out one of my old cars. I have a little route I run down in the country, down Nachez Trace Parkway. The loop down through there is just really relaxing, not much traffic.
147	Alan Jackson	If anything good came out of 9/11, to me, was that people were so cynical about the world - all you hear about on the news is all the bad stuff everyday, but what was refreshing to me was after that, you saw how many good people there are out there. For every one bad one, there's a thousand good ones.
148	Alan Jackson	Growing up in Georgia, I used to think people up north or out west were so different. They're really not. They're just regular people who live in small towns. They grow up and try to raise families and have a job and go to church and play softball. It's that way everywhere.
149	Alan Jackson	I like to write sad songs. They're much easier to write and you get a lot more emotion into them. But people don't want to hear them as much. And radio definitely doesn't; they want that positive, uptempo thing.
150	Alan Jackson	For some reason I've been labeled that and it's fine, but there are a lot of other artists that sing real traditional stuff, so I don't know why they picked me. That's what I've always done.
151	Alan Jackson	You have to be tough-skinned and willing to accept criticism, and at the same time, just try to do music that you like and you are proud of and not just whatever you think it's going to take to get you on the radio.
152	Alan Watts	How is it possible that a being with such sensitive jewels as the eyes, such enchanted musical instruments as the ears, and such fabulous arabesque of nerves as the brain can experience itself anything less than a god.
153	Alan Watts	The reason we have poverty is that we have no imagination. There are a great many people accumulating what they think is vast wealth, but it's only money... they don't know how to enjoy it, because they have no imagination.
154	Alastair Campbell	So here is one of my theories on happiness: we cannot know if we have lived a truly happy life until the very end. This view of life and death was reinforced by my close witnessing of the buildup to the death of Philip Gould. Philip was without doubt my closest friend in politics. When he died, I felt like I had lost a limb.
155	Alastair Campbell	Friends have suggested that I am the least qualified person to talk about happiness, because I am often down, and sometimes profoundly depressed. But I think that's where my qualification comes from. Because to know happiness, it helps to know unhappiness.
156	Alastair Campbell	My closest friend, who died not long ago, is buried near Marx's grave in Highgate cemetery, so I see the gaggle of admirers laying roses at the foot of his tombstone regularly. I have never been tempted to leave flowers there myself. Great theories, shame about the practice. Marx did many things. But inventing class was not one of them.
157	Alastair Campbell	Clinton is a big personality who has led a big life, and for some of the media conventional wisdom to boil it down to a view that 'all people are really interested in' are a few moments of madness in the Oval Office gets him, the importance of the presidency, and the significance of his life, all wrong.
